Subregion,Region,Lat,Long,Day,Count
British Columbia,Canada,49.2827,-123.1207,2020-03-14,64
New South Wales,Australia,-33.8688,151.2093,2020-03-14,112
Victoria,Australia,-37.8136,144.9631,2020-03-14,49
Queensland,Australia,-28.0167,153.4,2020-03-14,46
All,Cambodia,11.55,104.9167,2020-03-14,7
All,Sri Lanka,7,81,2020-03-14,10
All,Germany,51,9,2020-03-14,4585
All,Finland,64,26,2020-03-14,225
All,United Arab Emirates,24,54,2020-03-14,85
All,Philippines,13,122,2020-03-14,111
All,India,21,78,2020-03-14,102
All,Sweden,63,16,2020-03-14,961
All,Spain,40,-4,2020-03-14,6391
South Australia,Australia,-34.9285,138.6007,2020-03-14,19
All,Belgium,50.8333,4,2020-03-14,689
All,Egypt,26,30,2020-03-14,109
All,Lebanon,33.8547,35.8623,2020-03-14,93
All,Iraq,33,44,2020-03-14,110
All,Oman,21,57,2020-03-14,19
All,Afghanistan,33,65,2020-03-14,11
All,Bahrain,26.0275,50.55,2020-03-14,210
All,Kuwait,29.5,47.75,2020-03-14,104
All,Algeria,28.0339,1.6596,2020-03-14,37
All,Croatia,45.1,15.2,2020-03-14,38
All,Switzerland,46.8182,8.2275,2020-03-14,1359
All,Austria,47.5162,14.5501,2020-03-14,655
All,Israel,31,35,2020-03-14,193
All,Pakistan,30.3753,69.3451,2020-03-14,31
All,Brazil,-14.235,-51.9253,2020-03-14,151
All,Georgia,42.3154,43.3569,2020-03-14,30
All,Greece,39.0742,21.8243,2020-03-14,228
All,North Macedonia,41.6086,21.7453,2020-03-14,14
All,Norway,60.472,8.4689,2020-03-14,1090
All,Romania,45.9432,24.9668,2020-03-14,123
All,Estonia,58.5953,25.0136,2020-03-14,115
All,Netherlands,52.1326,5.2913,2020-03-14,959
All,San Marino,43.9424,12.4578,2020-03-14,80
All,Belarus,53.7098,27.9534,2020-03-14,27
All,Iceland,64.9631,-19.0208,2020-03-14,156
All,Lithuania,55.1694,23.8813,2020-03-14,8
All,Mexico,23.6345,-102.5528,2020-03-14,26
All,New Zealand,-40.9006,174.886,2020-03-14,6
All,Nigeria,9.082,8.6753,2020-03-14,2
Western Australia,Australia,-31.9505,115.8605,2020-03-14,17
All,Ireland,53.1424,-7.6921,2020-03-14,129
All,Luxembourg,49.8153,6.1296,2020-03-14,51
All,Monaco,43.7333,7.4167,2020-03-14,2
All,Qatar,25.3548,51.1839,2020-03-14,337
All,Ecuador,-1.8312,-78.1834,2020-03-14,28
All,Azerbaijan,40.1431,47.5769,2020-03-14,15
All,Armenia,40.0691,45.0382,2020-03-14,18
All,Dominican Republic,18.7357,-70.1627,2020-03-14,11
All,Indonesia,-0.7893,113.9213,2020-03-14,96
All,Portugal,39.3999,-8.2245,2020-03-14,169
All,Andorra,42.5063,1.5218,2020-03-14,1
Tasmania,Australia,-41.4545,145.9707,2020-03-14,5
All,Latvia,56.8796,24.6032,2020-03-14,26
All,Morocco,31.7917,-7.0926,2020-03-14,17
All,Saudi Arabia,24,45,2020-03-14,103
All,Senegal,14.4974,-14.4524,2020-03-14,10
All,Argentina,-38.4161,-63.6167,2020-03-14,34
All,Chile,-35.6751,-71.543,2020-03-14,61
All,Jordan,31.24,36.51,2020-03-14,1
All,Ukraine,48.3794,31.1656,2020-03-14,3
All,Hungary,47.1625,19.5033,2020-03-14,30
Northern Territory,Australia,-12.4634,130.8456,2020-03-14,1
All,Liechtenstein,47.14,9.55,2020-03-14,4
All,Poland,51.9194,19.1451,2020-03-14,103
All,Tunisia,34,9,2020-03-14,18
All,Bosnia and Herzegovina,43.9159,17.6791,2020-03-14,18
All,Slovenia,46.1512,14.9955,2020-03-14,181
All,South Africa,-30.5595,22.9375,2020-03-14,38
All,Bhutan,27.5142,90.4336,2020-03-14,1
All,Cameroon,3.848,11.5021,2020-03-14,2
All,Colombia,4.5709,-74.2973,2020-03-14,22
All,Costa Rica,9.7489,-83.7534,2020-03-14,26
All,Peru,-9.19,-75.0152,2020-03-14,38
All,Serbia,44.0165,21.0059,2020-03-14,46
All,Slovakia,48.669,19.699,2020-03-14,44
All,Togo,8.6195,0.8248,2020-03-14,1
All,Malta,35.9375,14.3754,2020-03-14,18
All,Martinique,14.6415,-61.0242,2020-03-14,9
All,Bulgaria,42.7339,25.4858,2020-03-14,41
All,Maldives,3.2028,73.2207,2020-03-14,10
All,Bangladesh,23.685,90.3563,2020-03-14,3
All,Paraguay,-23.4425,-58.4438,2020-03-14,6
Ontario,Canada,51.2538,-85.3232,2020-03-14,79
Alberta,Canada,53.9333,-116.5765,2020-03-14,29
Quebec,Canada,52.9399,-73.5491,2020-03-14,17
All,Albania,41.1533,20.1683,2020-03-14,38
All,Cyprus,35.1264,33.4299,2020-03-14,26
All,Brunei,4.5353,114.7277,2020-03-14,40
All,Burkina Faso,12.2383,-1.5616,2020-03-14,2
All,Holy See,41.9029,12.4534,2020-03-14,1
All,Mongolia,46.8625,103.8467,2020-03-14,1
All,Panama,8.538,-80.7821,2020-03-14,36
Hubei,China,30.9756,112.2707,2020-03-14,67790
All,Iran,32,53,2020-03-14,12729
All,"Korea, South",36,128,2020-03-14,8086
France,France,46.2276,2.2137,2020-03-14,4469
Guangdong,China,23.3417,113.4244,2020-03-14,1356
Henan,China,33.882,113.614,2020-03-14,1273
Zhejiang,China,29.1832,120.0934,2020-03-14,1227
Hunan,China,27.6104,111.7088,2020-03-14,1018
Anhui,China,31.8257,117.2264,2020-03-14,990
Jiangxi,China,27.614,115.7221,2020-03-14,935
Shandong,China,36.3427,118.1498,2020-03-14,760
Diamond Princess,Cruise Ship,35.4437,139.638,2020-03-14,696
Jiangsu,China,32.9711,119.455,2020-03-14,631
Chongqing,China,30.0572,107.874,2020-03-14,576
Sichuan,China,30.6171,102.7103,2020-03-14,539
Heilongjiang,China,47.862,127.7615,2020-03-14,482
Denmark,Denmark,56.2639,9.5018,2020-03-14,827
Beijing,China,40.1824,116.4142,2020-03-14,437
Shanghai,China,31.202,121.4491,2020-03-14,353
Hebei,China,39.549,116.1306,2020-03-14,318
Fujian,China,26.0789,117.9874,2020-03-14,296
Guangxi,China,23.8298,108.7881,2020-03-14,252
Shaanxi,China,35.1917,108.8701,2020-03-14,245
Yunnan,China,24.974,101.487,2020-03-14,174
Hainan,China,19.1959,109.7453,2020-03-14,168
Guizhou,China,26.8154,106.8748,2020-03-14,146
Tianjin,China,39.3054,117.323,2020-03-14,136
Shanxi,China,37.5777,112.2922,2020-03-14,133
Gansu,China,37.8099,101.0583,2020-03-14,129
Hong Kong,China,22.3,114.2,2020-03-14,140
Liaoning,China,41.2956,122.6085,2020-03-14,125
Jilin,China,43.6661,126.1923,2020-03-14,93
All,Czechia,49.8175,15.473,2020-03-14,189
Xinjiang,China,41.1129,85.2401,2020-03-14,76
Inner Mongolia,China,44.0935,113.9448,2020-03-14,75
Ningxia,China,37.2692,106.1655,2020-03-14,75
All,Taiwan*,23.7,121,2020-03-14,53
All,Vietnam,16,108,2020-03-14,53
All,Russia,60,90,2020-03-14,59
Qinghai,China,35.7452,95.9956,2020-03-14,18
Macau,China,22.1667,113.55,2020-03-14,10
All,Moldova,47.4116,28.3699,2020-03-14,12
All,Bolivia,-16.2902,-63.5887,2020-03-14,10
Faroe Islands,Denmark,61.8926,-6.9118,2020-03-14,9
St Martin,France,18.0708,-63.0501,2020-03-14,2
All,Honduras,15.2,-86.2419,2020-03-14,2
Channel Islands,United Kingdom,49.3723,-2.3644,2020-03-14,2
New Brunswick,Canada,46.5653,-66.4619,2020-03-14,1
Tibet,China,31.6927,88.0924,2020-03-14,1
All,Congo (Kinshasa),-4.0383,21.7587,2020-03-14,2
All,Cote d'Ivoire,7.54,-5.5471,2020-03-14,1
Saint Barthelemy,France,17.9,-62.8333,2020-03-14,1
All,Jamaica,18.1096,-77.2975,2020-03-14,8
All,Reunion,-21.1151,55.5364,2020-03-14,6
All,Turkey,38.9637,35.2433,2020-03-14,5
Gibraltar,United Kingdom,36.1408,-5.3536,2020-03-14,1
All,Cuba,22,-80,2020-03-14,4
All,Guyana,5,-58.75,2020-03-14,1
Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-14,1
United Kingdom,United Kingdom,55.3781,-3.436,2020-03-14,1140
All,Kazakhstan,48.0196,66.9237,2020-03-14,6
French Polynesia,France,-17.6797,149.4068,2020-03-14,3
All,Cayman Islands,19.3133,-81.2546,2020-03-14,1
All,Guadeloupe,16.265,-61.551,2020-03-14,1
Manitoba,Canada,53.7609,-98.8139,2020-03-14,4
Saskatchewan,Canada,52.9399,-106.4509,2020-03-14,2
All,Ethiopia,9.145,40.4897,2020-03-14,1
All,Sudan,12.8628,30.2176,2020-03-14,1
All,Guinea,9.9456,-9.6966,2020-03-14,1
All,Aruba,12.5211,-69.9683,2020-03-14,2
Grand Princess,Canada,37.6489,-122.6655,2020-03-14,2
All,Kenya,-0.0236,37.9062,2020-03-14,1
All,Antigua and Barbuda,17.0608,-61.7964,2020-03-14,1
All,Uruguay,-32.5228,-55.7658,2020-03-14,4
All,Ghana,7.9465,-1.0232,2020-03-14,3
All,Jersey,49.19,-2.11,2020-03-14,2
All,Namibia,-22.9576,18.4904,2020-03-14,2
All,Seychelles,-4.6796,55.492,2020-03-14,2
All,Trinidad and Tobago,10.6918,-61.2225,2020-03-14,2
All,Venezuela,6.4238,-66.5897,2020-03-14,2
All,Curacao,12.1696,-68.99,2020-03-14,1
All,Eswatini,-26.5225,31.4659,2020-03-14,1
All,Gabon,-0.8037,11.6094,2020-03-14,1
All,Guatemala,15.7835,-90.2308,2020-03-14,1
All,Guernsey,49.45,-2.58,2020-03-14,1
All,Mauritania,21.0079,10.9408,2020-03-14,1
All,Rwanda,-1.9403,29.8739,2020-03-14,1
All,Saint Lucia,13.9094,-60.9789,2020-03-14,1
All,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-03-14,1
All,Suriname,3.9193,-56.0278,2020-03-14,1
French Guiana,France,3.9339,-53.1258,2020-03-14,5
All,Thailand,15,101,2020-03-15,114
All,Japan,36,138,2020-03-15,839
All,Singapore,1.2833,103.8333,2020-03-15,226
All,Nepal,28.1667,84.25,2020-03-15,1
All,Malaysia,2.5,112.5,2020-03-15,428
British Columbia,Canada,49.2827,-123.1207,2020-03-15,73
New South Wales,Australia,-33.8688,151.2093,2020-03-15,134
Victoria,Australia,-37.8136,144.9631,2020-03-15,57
Queensland,Australia,-28.0167,153.4,2020-03-15,61
All,Cambodia,11.55,104.9167,2020-03-15,7
All,Sri Lanka,7,81,2020-03-15,18
All,Germany,51,9,2020-03-15,5795
All,Finland,64,26,2020-03-15,244
All,United Arab Emirates,24,54,2020-03-15,98
All,Philippines,13,122,2020-03-15,140
All,India,21,78,2020-03-15,113
All,Sweden,63,16,2020-03-15,1022
All,Spain,40,-4,2020-03-15,7798
South Australia,Australia,-34.9285,138.6007,2020-03-15,20
All,Belgium,50.8333,4,2020-03-15,886
All,Egypt,26,30,2020-03-15,110
All,Lebanon,33.8547,35.8623,2020-03-15,110
All,Iraq,33,44,2020-03-15,116
All,Oman,21,57,2020-03-15,22
All,Afghanistan,33,65,2020-03-15,16
All,Bahrain,26.0275,50.55,2020-03-15,214
All,Kuwait,29.5,47.75,2020-03-15,112
All,Algeria,28.0339,1.6596,2020-03-15,48
All,Croatia,45.1,15.2,2020-03-15,49
All,Switzerland,46.8182,8.2275,2020-03-15,2200
All,Austria,47.5162,14.5501,2020-03-15,860
All,Israel,31,35,2020-03-15,251
All,Pakistan,30.3753,69.3451,2020-03-15,53
All,Brazil,-14.235,-51.9253,2020-03-15,162
All,Georgia,42.3154,43.3569,2020-03-15,33
All,Greece,39.0742,21.8243,2020-03-15,331
All,North Macedonia,41.6086,21.7453,2020-03-15,14
All,Norway,60.472,8.4689,2020-03-15,1221
All,Romania,45.9432,24.9668,2020-03-15,131
All,Estonia,58.5953,25.0136,2020-03-15,171
All,Netherlands,52.1326,5.2913,2020-03-15,1135
All,San Marino,43.9424,12.4578,2020-03-15,101
All,Belarus,53.7098,27.9534,2020-03-15,27
All,Iceland,64.9631,-19.0208,2020-03-15,171
All,Lithuania,55.1694,23.8813,2020-03-15,12
All,Mexico,23.6345,-102.5528,2020-03-15,41
All,New Zealand,-40.9006,174.886,2020-03-15,8
All,Nigeria,9.082,8.6753,2020-03-15,2
Western Australia,Australia,-31.9505,115.8605,2020-03-15,17
All,Ireland,53.1424,-7.6921,2020-03-15,129
All,Luxembourg,49.8153,6.1296,2020-03-15,59
All,Monaco,43.7333,7.4167,2020-03-15,2
All,Qatar,25.3548,51.1839,2020-03-15,401
All,Ecuador,-1.8312,-78.1834,2020-03-15,28
All,Azerbaijan,40.1431,47.5769,2020-03-15,23
All,Armenia,40.0691,45.0382,2020-03-15,26
All,Dominican Republic,18.7357,-70.1627,2020-03-15,11
All,Indonesia,-0.7893,113.9213,2020-03-15,117
All,Portugal,39.3999,-8.2245,2020-03-15,245
All,Andorra,42.5063,1.5218,2020-03-15,1
Tasmania,Australia,-41.4545,145.9707,2020-03-15,6
All,Latvia,56.8796,24.6032,2020-03-15,30
All,Morocco,31.7917,-7.0926,2020-03-15,28
All,Saudi Arabia,24,45,2020-03-15,103
All,Senegal,14.4974,-14.4524,2020-03-15,24
All,Argentina,-38.4161,-63.6167,2020-03-15,45
All,Chile,-35.6751,-71.543,2020-03-15,74
All,Jordan,31.24,36.51,2020-03-15,8
All,Ukraine,48.3794,31.1656,2020-03-15,3
All,Hungary,47.1625,19.5033,2020-03-15,32
Northern Territory,Australia,-12.4634,130.8456,2020-03-15,1
All,Liechtenstein,47.14,9.55,2020-03-15,4
All,Poland,51.9194,19.1451,2020-03-15,119
All,Tunisia,34,9,2020-03-15,18
All,Bosnia and Herzegovina,43.9159,17.6791,2020-03-15,24
All,Slovenia,46.1512,14.9955,2020-03-15,219
All,South Africa,-30.5595,22.9375,2020-03-15,51
All,Bhutan,27.5142,90.4336,2020-03-15,1
All,Cameroon,3.848,11.5021,2020-03-15,2
All,Colombia,4.5709,-74.2973,2020-03-15,34
All,Costa Rica,9.7489,-83.7534,2020-03-15,27
All,Peru,-9.19,-75.0152,2020-03-15,43
All,Serbia,44.0165,21.0059,2020-03-15,48
All,Slovakia,48.669,19.699,2020-03-15,54
All,Togo,8.6195,0.8248,2020-03-15,1
All,Malta,35.9375,14.3754,2020-03-15,21
All,Martinique,14.6415,-61.0242,2020-03-15,9
All,Bulgaria,42.7339,25.4858,2020-03-15,51
All,Maldives,3.2028,73.2207,2020-03-15,13
All,Bangladesh,23.685,90.3563,2020-03-15,5
All,Paraguay,-23.4425,-58.4438,2020-03-15,6
Ontario,Canada,51.2538,-85.3232,2020-03-15,104
Alberta,Canada,53.9333,-116.5765,2020-03-15,39
Quebec,Canada,52.9399,-73.5491,2020-03-15,24
All,Albania,41.1533,20.1683,2020-03-15,42
All,Cyprus,35.1264,33.4299,2020-03-15,26
All,Brunei,4.5353,114.7277,2020-03-15,50
All,Burkina Faso,12.2383,-1.5616,2020-03-15,3
All,Holy See,41.9029,12.4534,2020-03-15,1
All,Mongolia,46.8625,103.8467,2020-03-15,1
All,Panama,8.538,-80.7821,2020-03-15,43
Hubei,China,30.9756,112.2707,2020-03-15,67794
All,Iran,32,53,2020-03-15,13938
All,"Korea, South",36,128,2020-03-15,8162
France,France,46.2276,2.2137,2020-03-15,4499
Guangdong,China,23.3417,113.4244,2020-03-15,1360
Henan,China,33.882,113.614,2020-03-15,1273
Zhejiang,China,29.1832,120.0934,2020-03-15,1231
Hunan,China,27.6104,111.7088,2020-03-15,1018
Anhui,China,31.8257,117.2264,2020-03-15,990
Jiangxi,China,27.614,115.7221,2020-03-15,935
Shandong,China,36.3427,118.1498,2020-03-15,760
Diamond Princess,Cruise Ship,35.4437,139.638,2020-03-15,696
Jiangsu,China,32.9711,119.455,2020-03-15,631
Chongqing,China,30.0572,107.874,2020-03-15,576
Sichuan,China,30.6171,102.7103,2020-03-15,539
Heilongjiang,China,47.862,127.7615,2020-03-15,482
Denmark,Denmark,56.2639,9.5018,2020-03-15,864
Beijing,China,40.1824,116.4142,2020-03-15,442
Shanghai,China,31.202,121.4491,2020-03-15,353
Hebei,China,39.549,116.1306,2020-03-15,318
Fujian,China,26.0789,117.9874,2020-03-15,296
Guangxi,China,23.8298,108.7881,2020-03-15,252
Shaanxi,China,35.1917,108.8701,2020-03-15,245
Yunnan,China,24.974,101.487,2020-03-15,174
Hainan,China,19.1959,109.7453,2020-03-15,168
Guizhou,China,26.8154,106.8748,2020-03-15,146
Tianjin,China,39.3054,117.323,2020-03-15,136
Shanxi,China,37.5777,112.2922,2020-03-15,133
Gansu,China,37.8099,101.0583,2020-03-15,133
Hong Kong,China,22.3,114.2,2020-03-15,145
Liaoning,China,41.2956,122.6085,2020-03-15,125
Jilin,China,43.6661,126.1923,2020-03-15,93
All,Czechia,49.8175,15.473,2020-03-15,253
Xinjiang,China,41.1129,85.2401,2020-03-15,76
Inner Mongolia,China,44.0935,113.9448,2020-03-15,75
Ningxia,China,37.2692,106.1655,2020-03-15,75
All,Taiwan*,23.7,121,2020-03-15,59
All,Vietnam,16,108,2020-03-15,56
All,Russia,60,90,2020-03-15,63
Qinghai,China,35.7452,95.9956,2020-03-15,18
Macau,China,22.1667,113.55,2020-03-15,10
All,Moldova,47.4116,28.3699,2020-03-15,23
All,Bolivia,-16.2902,-63.5887,2020-03-15,10
Faroe Islands,Denmark,61.8926,-6.9118,2020-03-15,11
St Martin,France,18.0708,-63.0501,2020-03-15,2
All,Honduras,15.2,-86.2419,2020-03-15,3
Channel Islands,United Kingdom,49.3723,-2.3644,2020-03-15,3
New Brunswick,Canada,46.5653,-66.4619,2020-03-15,2
Tibet,China,31.6927,88.0924,2020-03-15,1
All,Congo (Kinshasa),-4.0383,21.7587,2020-03-15,2
All,Cote d'Ivoire,7.54,-5.5471,2020-03-15,1
Saint Barthelemy,France,17.9,-62.8333,2020-03-15,1
All,Jamaica,18.1096,-77.2975,2020-03-15,10
All,Reunion,-21.1151,55.5364,2020-03-15,7
All,Turkey,38.9637,35.2433,2020-03-15,6
Gibraltar,United Kingdom,36.1408,-5.3536,2020-03-15,1
All,Cuba,22,-80,2020-03-15,4
All,Guyana,5,-58.75,2020-03-15,4
Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-15,1
United Kingdom,United Kingdom,55.3781,-3.436,2020-03-15,1140
All,Kazakhstan,48.0196,66.9237,2020-03-15,9
French Polynesia,France,-17.6797,149.4068,2020-03-15,3
All,Cayman Islands,19.3133,-81.2546,2020-03-15,1
All,Guadeloupe,16.265,-61.551,2020-03-15,3
Manitoba,Canada,53.7609,-98.8139,2020-03-15,4
Saskatchewan,Canada,52.9399,-106.4509,2020-03-15,2
All,Ethiopia,9.145,40.4897,2020-03-15,1
All,Sudan,12.8628,30.2176,2020-03-15,1
All,Guinea,9.9456,-9.6966,2020-03-15,1
All,Aruba,12.5211,-69.9683,2020-03-15,2
Grand Princess,Canada,37.6489,-122.6655,2020-03-15,2
All,Kenya,-0.0236,37.9062,2020-03-15,3
All,Antigua and Barbuda,17.0608,-61.7964,2020-03-15,1
All,Uruguay,-32.5228,-55.7658,2020-03-15,4
All,Ghana,7.9465,-1.0232,2020-03-15,6
All,Jersey,49.19,-2.11,2020-03-15,2
All,Namibia,-22.9576,18.4904,2020-03-15,2
All,Seychelles,-4.6796,55.492,2020-03-15,2
All,Trinidad and Tobago,10.6918,-61.2225,2020-03-15,2
All,Venezuela,6.4238,-66.5897,2020-03-15,10
All,Curacao,12.1696,-68.99,2020-03-15,1
All,Eswatini,-26.5225,31.4659,2020-03-15,1
All,Gabon,-0.8037,11.6094,2020-03-15,1
All,Guatemala,15.7835,-90.2308,2020-03-15,1
All,Guernsey,49.45,-2.58,2020-03-15,1
All,Mauritania,21.0079,10.9408,2020-03-15,1
All,Rwanda,-1.9403,29.8739,2020-03-15,1
All,Saint Lucia,13.9094,-60.9789,2020-03-15,2
All,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-03-15,1
All,Suriname,3.9193,-56.0278,2020-03-15,1
French Guiana,France,3.9339,-53.1258,2020-03-15,7
All,Kosovo,42.6026,20.903,2020-03-15,2
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-15,1
Prince Edward Island,Canada,46.5107,-63.4168,2020-03-15,1
All,Central African Republic,6.6111,20.9394,2020-03-15,1
All,Congo (Brazzaville),-4.0383,21.7587,2020-03-15,1
All,Equatorial Guinea,1.5,10,2020-03-15,1
Mayotte,France,-12.8275,45.1662,2020-03-15,1
All,Uzbekistan,41.3775,64.5853,2020-03-15,1
Alabama,US,32.3182,-86.9023,2020-03-13,5
Alabama,US,32.3182,-86.9023,2020-03-14,6
Alabama,US,32.3182,-86.9023,2020-03-15,12
Alaska,US,61.3707,-152.4044,2020-03-13,1
Alaska,US,61.3707,-152.4044,2020-03-14,1
Alaska,US,61.3707,-152.4044,2020-03-15,1
Arizona,US,33.2918,-112.4291,2020-01-26,1
Arizona,US,33.2918,-112.4291,2020-01-27,1
Arizona,US,33.2918,-112.4291,2020-01-28,1
Arizona,US,33.2918,-112.4291,2020-01-29,1
Arizona,US,33.2918,-112.4291,2020-01-30,1
Arizona,US,33.2918,-112.4291,2020-01-31,1
Arizona,US,33.2918,-112.4291,2020-02-01,1
Arizona,US,33.2918,-112.4291,2020-02-02,1
Arizona,US,33.2918,-112.4291,2020-02-03,1
Arizona,US,33.2918,-112.4291,2020-02-04,1
Arizona,US,33.2918,-112.4291,2020-02-05,1
Arizona,US,33.2918,-112.4291,2020-02-06,1
Arizona,US,33.2918,-112.4291,2020-02-07,1
Arizona,US,33.2918,-112.4291,2020-02-08,1
Arizona,US,33.2918,-112.4291,2020-02-09,1
Arizona,US,33.2918,-112.4291,2020-02-10,1
Arizona,US,33.2918,-112.4291,2020-02-11,1
Arizona,US,33.2918,-112.4291,2020-02-12,1
Arizona,US,33.2918,-112.4291,2020-02-13,1
Arizona,US,33.2918,-112.4291,2020-02-14,1
Arizona,US,33.2918,-112.4291,2020-02-15,1
Arizona,US,33.2918,-112.4291,2020-02-16,1
Arizona,US,33.2918,-112.4291,2020-02-17,1
Arizona,US,33.2918,-112.4291,2020-02-18,1
Arizona,US,33.2918,-112.4291,2020-02-19,1
Arizona,US,33.2918,-112.4291,2020-02-20,1
Arizona,US,33.2918,-112.4291,2020-02-21,1
Arizona,US,33.2918,-112.4291,2020-02-22,1
Arizona,US,33.2918,-112.4291,2020-02-23,1
Arizona,US,33.2918,-112.4291,2020-02-24,1
Arizona,US,33.2918,-112.4291,2020-02-25,1
Arizona,US,33.2918,-112.4291,2020-02-26,1
Arizona,US,33.2918,-112.4291,2020-02-27,1
Arizona,US,33.2918,-112.4291,2020-02-28,1
Arizona,US,33.2918,-112.4291,2020-02-29,1
Arizona,US,33.2918,-112.4291,2020-03-01,1
Arizona,US,33.2918,-112.4291,2020-03-02,1
Arizona,US,33.2918,-112.4291,2020-03-03,1
Arizona,US,33.2918,-112.4291,2020-03-04,1
Arizona,US,33.2918,-112.4291,2020-03-05,1
Arizona,US,33.2918,-112.4291,2020-03-06,2
Arizona,US,33.054,-111.8568,2020-03-07,4
Arizona,US,33.054,-111.8568,2020-03-08,4
Arizona,US,33.054,-111.8568,2020-03-09,4
Arizona,US,33.7298,-111.4312,2020-03-10,6
Arizona,US,33.7298,-111.4312,2020-03-11,9
Arizona,US,33.7298,-111.4312,2020-03-12,9
Arizona,US,33.7298,-111.4312,2020-03-13,9
Arizona,US,33.7298,-111.4312,2020-03-14,12
Arizona,US,33.7298,-111.4312,2020-03-15,13
Arkansas,US,34.9697,-92.3731,2020-03-11,1
Arkansas,US,34.9697,-92.3731,2020-03-12,6
Arkansas,US,34.9697,-92.3731,2020-03-13,6
Arkansas,US,34.9697,-92.3731,2020-03-14,12
Arkansas,US,34.9697,-92.3731,2020-03-15,16
California,US,33.92005,-118.0484,2020-01-26,2
California,US,33.92005,-118.0484,2020-01-27,2
California,US,33.92005,-118.0484,2020-01-28,2
California,US,33.92005,-118.0484,2020-01-29,2
California,US,33.92005,-118.0484,2020-01-30,2
California,US,35.0647333333333,-119.350666666667,2020-01-31,3
California,US,35.0647333333333,-119.350666666667,2020-02-01,3
California,US,35.0647333333333,-119.350666666667,2020-02-02,3
California,US,35.442575,-119.7599,2020-02-03,6
California,US,35.442575,-119.7599,2020-02-04,6
California,US,35.442575,-119.7599,2020-02-05,6
California,US,35.442575,-119.7599,2020-02-06,6
California,US,35.442575,-119.7599,2020-02-07,6
California,US,35.442575,-119.7599,2020-02-08,6
California,US,35.442575,-119.7599,2020-02-09,6
California,US,35.442575,-119.7599,2020-02-10,6
California,US,34.8972,-119.24014,2020-02-11,7
California,US,34.8972,-119.24014,2020-02-12,7
California,US,34.8972,-119.24014,2020-02-13,8
California,US,34.8972,-119.24014,2020-02-14,8
California,US,34.8972,-119.24014,2020-02-15,8
California,US,34.8972,-119.24014,2020-02-16,8
California,US,34.8972,-119.24014,2020-02-17,8
California,US,34.8972,-119.24014,2020-02-18,8
California,US,34.8972,-119.24014,2020-02-19,8
California,US,34.8972,-119.24014,2020-02-20,8
California,US,36.2436714285714,-120.203485714286,2020-02-21,10
California,US,36.2436714285714,-120.203485714286,2020-02-22,10
California,US,36.2436714285714,-120.203485714286,2020-02-23,10
California,US,36.2436714285714,-120.203485714286,2020-02-24,10
California,US,36.2436714285714,-120.203485714286,2020-02-25,10
California,US,36.2436714285714,-120.203485714286,2020-02-26,10
California,US,36.2436714285714,-120.203485714286,2020-02-27,11
California,US,36.2436714285714,-120.203485714286,2020-02-28,11
California,US,36.2436714285714,-120.203485714286,2020-02-29,12
California,US,36.2436714285714,-120.203485714286,2020-03-01,12
California,US,36.89383,-120.75426,2020-03-02,21
California,US,36.9581818181818,-120.842009090909,2020-03-03,25
California,US,37.0327833333333,-120.930325,2020-03-04,35
California,US,37.0898692307692,-121.044869230769,2020-03-05,51
California,US,37.2094928571429,-121.106078571429,2020-03-06,59
California,US,37.21232,-121.012093333333,2020-03-07,81
California,US,37.0072941176471,-120.694682352941,2020-03-08,95
California,US,37.2174944444445,-120.758722222222,2020-03-09,101
California,US,36.1162,-119.6816,2020-03-10,144
California,US,36.1162,-119.6816,2020-03-11,177
California,US,36.1162,-119.6816,2020-03-12,221
California,US,36.1162,-119.6816,2020-03-13,282
California,US,36.1162,-119.6816,2020-03-14,340
California,US,36.1162,-119.6816,2020-03-15,426
Colorado,US,39.6652,-105.52715,2020-03-06,3
Colorado,US,39.374975,-105.116375,2020-03-07,7
Colorado,US,39.374975,-105.116375,2020-03-08,7
Colorado,US,39.374975,-105.116375,2020-03-09,7
Colorado,US,39.0598,-105.3111,2020-03-10,15
Colorado,US,39.0598,-105.3111,2020-03-11,34
Colorado,US,39.0598,-105.3111,2020-03-12,45
Colorado,US,39.0598,-105.3111,2020-03-13,49
Colorado,US,39.0598,-105.3111,2020-03-14,101
Colorado,US,39.0598,-105.3111,2020-03-15,131
Connecticut,US,41.5978,-72.7554,2020-03-10,2
Connecticut,US,41.5978,-72.7554,2020-03-11,3
Connecticut,US,41.5978,-72.7554,2020-03-12,5
Connecticut,US,41.5978,-72.7554,2020-03-13,11
Connecticut,US,41.5978,-72.7554,2020-03-14,22
Connecticut,US,41.5978,-72.7554,2020-03-15,24
Delaware,US,39.3185,-75.5071,2020-03-11,1
Delaware,US,39.3185,-75.5071,2020-03-12,1
Delaware,US,39.3185,-75.5071,2020-03-13,4
Delaware,US,39.3185,-75.5071,2020-03-14,6
Delaware,US,39.3185,-75.5071,2020-03-15,7
Florida,US,27.9904,-82.3018,2020-03-02,1
Florida,US,27.9904,-82.3018,2020-03-03,2
Florida,US,27.9904,-82.3018,2020-03-04,2
